disease,county,year,count
Measles,Mono,2009,0
Measles,Mono,2010,0
Measles,Mono,2011,0
Measles,Mono,2012,0
Measles,Mono,2013,0
Measles,Mono,2014,0
Measles,Mono,2015,0
Measles,Mono,2016,0
Measles,Mono,2017,0
Measles,Mono,2018,0
Measles,Monterey,2001,1
Measles,Monterey,2002,0
Measles,Monterey,2003,0
Measles,Monterey,2004,0
Measles,Monterey,2005,0
Measles,Monterey,2006,0
Measles,Monterey,2007,0
Measles,Monterey,2008,0
Measles,Monterey,2009,0
Measles,Monterey,2010,0
Measles,Monterey,2011,0
Measles,Monterey,2012,0
Measles,Monterey,2013,1
Measles,Monterey,2014,2
Measles,Monterey,2015,0
Measles,Monterey,2016,0
Measles,Monterey,2017,0
Measles,Monterey,2018,0
Measles,Napa,2001,0
Measles,Napa,2002,0
Measles,Napa,2003,0
Measles,Napa,2004,0
Measles,Napa,2005,0
Measles,Napa,2006,0
Measles,Napa,2007,0
Measles,Napa,2008,0
Measles,Napa,2009,3
Measles,Napa,2010,0
Measles,Napa,2011,0
Measles,Napa,2012,0
Measles,Napa,2013,0
Measles,Napa,2014,0
Measles,Napa,2015,0
Measles,Napa,2016,0
Measles,Napa,2017,0
Measles,Napa,2018,0
Measles,Nevada,2001,0
Measles,Nevada,2002,0
Measles,Nevada,2003,0
Measles,Nevada,2004,0
Measles,Nevada,2005,0
Measles,Nevada,2006,0
Measles,Nevada,2007,0
Measles,Nevada,2008,0
Measles,Nevada,2009,0
Measles,Nevada,2010,0
Measles,Nevada,2011,0
Measles,Nevada,2012,0
Measles,Nevada,2013,0
Measles,Nevada,2014,0
Measles,Nevada,2015,0
Measles,Nevada,2016,3
Measles,Nevada,2017,0
Measles,Nevada,2018,0
Measles,Orange,2001,5
Measles,Orange,2002,2
Measles,Orange,2003,0
Measles,Orange,2004,0
Measles,Orange,2005,0
Measles,Orange,2006,0
Measles,Orange,2007,1
Measles,Orange,2008,1
Measles,Orange,2009,0
Measles,Orange,2010,2
Measles,Orange,2011,1
Measles,Orange,2012,0
Measles,Orange,2013,2
Measles,Orange,2014,24
Measles,Orange,2015,33
Measles,Orange,2016,0
Measles,Orange,2017,3
Measles,Orange,2018,1
Measles,Placer,2001,0
Measles,Placer,2002,0
Measles,Placer,2003,0
Measles,Placer,2004,0
Measles,Placer,2005,0
Measles,Placer,2006,0
Measles,Placer,2007,0
Measles,Placer,2008,0
Measles,Placer,2009,0
Measles,Placer,2010,0
Measles,Placer,2011,0
Measles,Placer,2012,0
Measles,Placer,2013,0
Measles,Placer,2014,0
Measles,Placer,2015,0
Measles,Placer,2016,0
Measles,Placer,2017,0
Measles,Placer,2018,0
Measles,Plumas,2001,0
Measles,Plumas,2002,0
Measles,Plumas,2003,0
Measles,Plumas,2004,0
Measles,Plumas,2005,0
Measles,Plumas,2006,0
Measles,Plumas,2007,0
Measles,Plumas,2008,0
Measles,Plumas,2009,0
Measles,Plumas,2010,0
Measles,Plumas,2011,0
Measles,Plumas,2012,0
Measles,Plumas,2013,0
Measles,Plumas,2014,0
Measles,Plumas,2015,0
Measles,Plumas,2016,0
Measles,Plumas,2017,0
Measles,Plumas,2018,0
Measles,Riverside,2001,1
Measles,Riverside,2002,0
Measles,Riverside,2003,0
Measles,Riverside,2004,0
Measles,Riverside,2005,1
Measles,Riverside,2006,0
Measles,Riverside,2007,0
Measles,Riverside,2008,0
Measles,Riverside,2009,0
Measles,Riverside,2010,0
Measles,Riverside,2011,1
Measles,Riverside,2012,1
Measles,Riverside,2013,1
Measles,Riverside,2014,6
Measles,Riverside,2015,7
Measles,Riverside,2016,0
Measles,Riverside,2017,0
Measles,Riverside,2018,1
Measles,Sacramento,2001,0
Measles,Sacramento,2002,0
Measles,Sacramento,2003,0
Measles,Sacramento,2004,0
Measles,Sacramento,2005,0
Measles,Sacramento,2006,2
Measles,Sacramento,2007,0
Measles,Sacramento,2008,0
Measles,Sacramento,2009,0
Measles,Sacramento,2010,0
Measles,Sacramento,2011,1
Measles,Sacramento,2012,0
Measles,Sacramento,2013,0
Measles,Sacramento,2014,0
Measles,Sacramento,2015,0
Measles,Sacramento,2016,0
Measles,Sacramento,2017,0
Measles,Sacramento,2018,1
Measles,San Benito,2001,0
Measles,San Benito,2002,0
Measles,San Benito,2003,0
Measles,San Benito,2004,0
Measles,San Benito,2005,0
Measles,San Benito,2006,0
Measles,San Benito,2007,0
Measles,San Benito,2008,0
Measles,San Benito,2009,0
Measles,San Benito,2010,0
Measles,San Benito,2011,1
Measles,San Benito,2012,0
Measles,San Benito,2013,0
Measles,San Benito,2014,0
Measles,San Benito,2015,0
Measles,San Benito,2016,0
Measles,San Benito,2017,0
Measles,San Benito,2018,0
Measles,San Bernardino,2001,1
Measles,San Bernardino,2002,0
Measles,San Bernardino,2003,0
Measles,San Bernardino,2004,0
Measles,San Bernardino,2005,0
Measles,San Bernardino,2006,0
Measles,San Bernardino,2007,0
Measles,San Bernardino,2008,0
Measles,San Bernardino,2009,0
Measles,San Bernardino,2010,1
Measles,San Bernardino,2011,0
Measles,San Bernardino,2012,0
Measles,San Bernardino,2013,0
Measles,San Bernardino,2014,1
Measles,San Bernardino,2015,11
Measles,San Bernardino,2016,0
Measles,San Bernardino,2017,0
Measles,San Bernardino,2018,0
Measles,San Diego,2001,5
Measles,San Diego,2002,0
Measles,San Diego,2003,1
Measles,San Diego,2004,0
Measles,San Diego,2005,2
Measles,San Diego,2006,1
Measles,San Diego,2007,0
Measles,San Diego,2008,12
Measles,San Diego,2009,1
Measles,San Diego,2010,5
Measles,San Diego,2011,4
Measles,San Diego,2012,0
Measles,San Diego,2013,2
Measles,San Diego,2014,6
Measles,San Diego,2015,12
Measles,San Diego,2016,0
Measles,San Diego,2017,2
Measles,San Diego,2018,0
Measles,San Francisco,2001,11
Measles,San Francisco,2002,2
Measles,San Francisco,2003,0
Measles,San Francisco,2004,3
Measles,San Francisco,2005,0
Measles,San Francisco,2006,0
Measles,San Francisco,2007,0
Measles,San Francisco,2008,2
Measles,San Francisco,2009,4
Measles,San Francisco,2010,2
Measles,San Francisco,2011,0
Measles,San Francisco,2012,0
Measles,San Francisco,2013,3
Measles,San Francisco,2014,0
Measles,San Francisco,2015,0
Measles,San Francisco,2016,0
Measles,San Francisco,2017,0
Measles,San Francisco,2018,0
Measles,San Joaquin,2001,0
Measles,San Joaquin,2002,0
Measles,San Joaquin,2003,0
Measles,San Joaquin,2004,0
Measles,San Joaquin,2005,0
Measles,San Joaquin,2006,0
Measles,San Joaquin,2007,0
Measles,San Joaquin,2008,0
Measles,San Joaquin,2009,0
Measles,San Joaquin,2010,0
Measles,San Joaquin,2011,0
Measles,San Joaquin,2012,0
Measles,San Joaquin,2013,0
Measles,San Joaquin,2014,1
Measles,San Joaquin,2015,0
Measles,San Joaquin,2016,0
Measles,San Joaquin,2017,0
Measles,San Joaquin,2018,0
Measles,San Luis Obispo,2001,0
Measles,San Luis Obispo,2002,0
Measles,San Luis Obispo,2003,0
Measles,San Luis Obispo,2004,0
Measles,San Luis Obispo,2005,0
Measles,San Luis Obispo,2006,0
Measles,San Luis Obispo,2007,0
Measles,San Luis Obispo,2008,0
Measles,San Luis Obispo,2009,0
Measles,San Luis Obispo,2010,0
Measles,San Luis Obispo,2011,1
Measles,San Luis Obispo,2012,0
Measles,San Luis Obispo,2013,0
Measles,San Luis Obispo,2014,0
Measles,San Luis Obispo,2015,0
Measles,San Luis Obispo,2016,0
Measles,San Luis Obispo,2017,2
Measles,San Luis Obispo,2018,1
Measles,San Mateo,2001,1
Measles,San Mateo,2002,0
Measles,San Mateo,2003,1
Measles,San Mateo,2004,0
Measles,San Mateo,2005,0
Measles,San Mateo,2006,0
Measles,San Mateo,2007,0
Measles,San Mateo,2008,0
Measles,San Mateo,2009,0
Measles,San Mateo,2010,0
Measles,San Mateo,2011,1
Measles,San Mateo,2012,1
Measles,San Mateo,2013,0
Measles,San Mateo,2014,4
Measles,San Mateo,2015,4
Measles,San Mateo,2016,0
Measles,San Mateo,2017,0
Measles,San Mateo,2018,1
Measles,Santa Barbara,2001,0
Measles,Santa Barbara,2002,0
Measles,Santa Barbara,2003,0
Measles,Santa Barbara,2004,0
Measles,Santa Barbara,2005,1
Measles,Santa Barbara,2006,0
Measles,Santa Barbara,2007,2
Measles,Santa Barbara,2008,0
Measles,Santa Barbara,2009,0
Measles,Santa Barbara,2010,0
Measles,Santa Barbara,2011,0
Measles,Santa Barbara,2012,0
Measles,Santa Barbara,2013,0
Measles,Santa Barbara,2014,0
Measles,Santa Barbara,2015,0
Measles,Santa Barbara,2016,1
Measles,Santa Barbara,2017,0
Measles,Santa Barbara,2018,0
Measles,Santa Clara,2001,0
Measles,Santa Clara,2002,0
Measles,Santa Clara,2003,0
Measles,Santa Clara,2004,0
Measles,Santa Clara,2005,0
Measles,Santa Clara,2006,1
Measles,Santa Clara,2007,0
Measles,Santa Clara,2008,1
Measles,Santa Clara,2009,0
Measles,Santa Clara,2010,5
Measles,Santa Clara,2011,5
Measles,Santa Clara,2012,0
Measles,Santa Clara,2013,0
Measles,Santa Clara,2014,2
Measles,Santa Clara,2015,3
Measles,Santa Clara,2016,1
Measles,Santa Clara,2017,1
Measles,Santa Clara,2018,9
Measles,Santa Cruz,2001,0
Measles,Santa Cruz,2002,0
Measles,Santa Cruz,2003,0
Measles,Santa Cruz,2004,1
Measles,Santa Cruz,2005,0
Measles,Santa Cruz,2006,0
Measles,Santa Cruz,2007,0
Measles,Santa Cruz,2008,0
Measles,Santa Cruz,2009,0
Measles,Santa Cruz,2010,0
Measles,Santa Cruz,2011,0
Measles,Santa Cruz,2012,0
Measles,Santa Cruz,2013,3
Measles,Santa Cruz,2014,0
Measles,Santa Cruz,2015,0
Measles,Santa Cruz,2016,0
Measles,Santa Cruz,2017,0
Measles,Santa Cruz,2018,0
Measles,Shasta,2001,0
Measles,Shasta,2002,0
Measles,Shasta,2003,0
Measles,Shasta,2004,0
Measles,Shasta,2005,0
Measles,Shasta,2006,0
Measles,Shasta,2007,0
Measles,Shasta,2008,0
Measles,Shasta,2009,0
Measles,Shasta,2010,0
Measles,Shasta,2011,0
Measles,Shasta,2012,0
Measles,Shasta,2013,0
Measles,Shasta,2014,1
Measles,Shasta,2015,0
Measles,Shasta,2016,0
Measles,Shasta,2017,0
Measles,Shasta,2018,0
Measles,Sierra,2001,0
Measles,Sierra,2002,0
Measles,Sierra,2003,0
Measles,Sierra,2004,0
Measles,Sierra,2005,0
Measles,Sierra,2006,0
Measles,Sierra,2007,0
Measles,Sierra,2008,0
Measles,Sierra,2009,0
Measles,Sierra,2010,0
Measles,Sierra,2011,0
Measles,Sierra,2012,0
Measles,Sierra,2013,0
Measles,Sierra,2014,0
Measles,Sierra,2015,0
Measles,Sierra,2016,0
Measles,Sierra,2017,0
Measles,Sierra,2018,0
Measles,Siskiyou,2001,0
Measles,Siskiyou,2002,0
Measles,Siskiyou,2003,0
Measles,Siskiyou,2004,0
Measles,Siskiyou,2005,0
Measles,Siskiyou,2006,0
Measles,Siskiyou,2007,0
Measles,Siskiyou,2008,0
Measles,Siskiyou,2009,0
Measles,Siskiyou,2010,0
Measles,Siskiyou,2011,0
Measles,Siskiyou,2012,0
Measles,Siskiyou,2013,0
Measles,Siskiyou,2014,0
Measles,Siskiyou,2015,0
Measles,Siskiyou,2016,0
Measles,Siskiyou,2017,0
Measles,Siskiyou,2018,0
Measles,Solano,2001,0
Measles,Solano,2002,0
Measles,Solano,2003,0
Measles,Solano,2004,0
Measles,Solano,2005,0
Measles,Solano,2006,0
Measles,Solano,2007,0
Measles,Solano,2008,0
Measles,Solano,2009,0
Measles,Solano,2010,0
Measles,Solano,2011,0
Measles,Solano,2012,0
Measles,Solano,2013,0
Measles,Solano,2014,0
Measles,Solano,2015,1
Measles,Solano,2016,0
Measles,Solano,2017,0
Measles,Solano,2018,0
Measles,Sonoma,2001,0
Measles,Sonoma,2002,0
Measles,Sonoma,2003,0
Measles,Sonoma,2004,0
Measles,Sonoma,2005,0
Measles,Sonoma,2006,0
Measles,Sonoma,2007,0
Measles,Sonoma,2008,0
Measles,Sonoma,2009,0
Measles,Sonoma,2010,0
Measles,Sonoma,2011,1
Measles,Sonoma,2012,0
Measles,Sonoma,2013,0
Measles,Sonoma,2014,0
Measles,Sonoma,2015,0
Measles,Sonoma,2016,0
Measles,Sonoma,2017,0
Measles,Sonoma,2018,0
Measles,Stanislaus,2001,0
Measles,Stanislaus,2002,0
Measles,Stanislaus,2003,0
Measles,Stanislaus,2004,0
Measles,Stanislaus,2005,0
Measles,Stanislaus,2006,0
Measles,Stanislaus,2007,0
Measles,Stanislaus,2008,0
Measles,Stanislaus,2009,0
Measles,Stanislaus,2010,0
Measles,Stanislaus,2011,1
Measles,Stanislaus,2012,0
Measles,Stanislaus,2013,0
Measles,Stanislaus,2014,0
Measles,Stanislaus,2015,0
Measles,Stanislaus,2016,0
Measles,Stanislaus,2017,0
Measles,Stanislaus,2018,0
Measles,Sutter,2001,0
Measles,Sutter,2002,0
Measles,Sutter,2003,0
Measles,Sutter,2004,0
Measles,Sutter,2005,0
Measles,Sutter,2006,0
Measles,Sutter,2007,0
Measles,Sutter,2008,0
Measles,Sutter,2009,0
Measles,Sutter,2010,0
Measles,Sutter,2011,0
Measles,Sutter,2012,0
Measles,Sutter,2013,0
Measles,Sutter,2014,0
Measles,Sutter,2015,0
Measles,Sutter,2016,0
Measles,Sutter,2017,0
Measles,Sutter,2018,0
Measles,Tehama,2001,0
Measles,Tehama,2002,0
Measles,Tehama,2003,0
Measles,Tehama,2004,0
Measles,Tehama,2005,0
Measles,Tehama,2006,0
Measles,Tehama,2007,0
Measles,Tehama,2008,0
Measles,Tehama,2009,0
Measles,Tehama,2010,0
Measles,Tehama,2011,0
Measles,Tehama,2012,0
Measles,Tehama,2013,0
Measles,Tehama,2014,0
Measles,Tehama,2015,0
Measles,Tehama,2016,0
Measles,Tehama,2017,0
Measles,Tehama,2018,0
Measles,Trinity,2001,0
Measles,Trinity,2002,0
Measles,Trinity,2003,0
Measles,Trinity,2004,0
Measles,Trinity,2005,0
Measles,Trinity,2006,0
Measles,Trinity,2007,0
Measles,Trinity,2008,0
Measles,Trinity,2009,0
Measles,Trinity,2010,0
Measles,Trinity,2011,0
Measles,Trinity,2012,0
Measles,Trinity,2013,0
Measles,Trinity,2014,0
Measles,Trinity,2015,0
Measles,Trinity,2016,0
Measles,Trinity,2017,0
Measles,Trinity,2018,0
Measles,Tulare,2001,0
Measles,Tulare,2002,0
Measles,Tulare,2003,0
Measles,Tulare,2004,0
Measles,Tulare,2005,0
Measles,Tulare,2006,0
Measles,Tulare,2007,1
Measles,Tulare,2008,0
Measles,Tulare,2009,0
Measles,Tulare,2010,0
Measles,Tulare,2011,0
Measles,Tulare,2012,0
Measles,Tulare,2013,0
Measles,Tulare,2014,0
Measles,Tulare,2015,0
Measles,Tulare,2016,1
Measles,Tulare,2017,0
Measles,Tulare,2018,0
Measles,Tuolumne,2001,0
Measles,Tuolumne,2002,0
Measles,Tuolumne,2003,0
Measles,Tuolumne,2004,0
Measles,Tuolumne,2005,0
Measles,Tuolumne,2006,0
Measles,Tuolumne,2007,0
Measles,Tuolumne,2008,0
Measles,Tuolumne,2009,0
Measles,Tuolumne,2010,0
Measles,Tuolumne,2011,0
Measles,Tuolumne,2012,0
Measles,Tuolumne,2013,0
Measles,Tuolumne,2014,0
Measles,Tuolumne,2015,0
Measles,Tuolumne,2016,0
Measles,Tuolumne,2017,0
Measles,Tuolumne,2018,0
Measles,Ventura,2001,1
Measles,Ventura,2002,0
Measles,Ventura,2003,1
Measles,Ventura,2004,0
Measles,Ventura,2005,0
Measles,Ventura,2006,0
Measles,Ventura,2007,0
Measles,Ventura,2008,0
Measles,Ventura,2009,0
Measles,Ventura,2010,0
Measles,Ventura,2011,0
Measles,Ventura,2012,0
Measles,Ventura,2013,1
Measles,Ventura,2014,3
Measles,Ventura,2015,10
Measles,Ventura,2016,0
Measles,Ventura,2017,3
Measles,Ventura,2018,0
Measles,Yolo,2001,0
Measles,Yolo,2002,0
Measles,Yolo,2003,0
Measles,Yolo,2004,0
Measles,Yolo,2005,0
Measles,Yolo,2006,0
Measles,Yolo,2007,0
Measles,Yolo,2008,0
Measles,Yolo,2009,0
Measles,Yolo,2010,0
Measles,Yolo,2011,0
Measles,Yolo,2012,0
Measles,Yolo,2013,0
Measles,Yolo,2014,0
Measles,Yolo,2015,1
Measles,Yolo,2016,0
Measles,Yolo,2017,0
Measles,Yolo,2018,0
Measles,Yuba,2001,0
Measles,Yuba,2002,0
Measles,Yuba,2003,0
Measles,Yuba,2004,0
Measles,Yuba,2005,0
Measles,Yuba,2006,0
Measles,Yuba,2007,0
Measles,Yuba,2008,0
Measles,Yuba,2009,0
Measles,Yuba,2010,0
Measles,Yuba,2011,1
Measles,Yuba,2012,0
Measles,Yuba,2013,0
Measles,Yuba,2014,0
Measles,Yuba,2015,0
Measles,Yuba,2016,0
Measles,Yuba,2017,0
Measles,Yuba,2018,0
Mumps,Alameda,2010,1
Mumps,Alameda,2011,26
Mumps,Alameda,2012,1
Mumps,Alameda,2013,1
Mumps,Alameda,2014,1
Mumps,Alameda,2015,0
Mumps,Alameda,2016,8
Mumps,Alameda,2017,10
Mumps,Alameda,2018,5
Mumps,Alpine,2010,0
Mumps,Alpine,2011,0
Mumps,Alpine,2012,0
Mumps,Alpine,2013,0
Mumps,Alpine,2014,0
Mumps,Alpine,2015,0
Mumps,Alpine,2016,0
Mumps,Alpine,2017,0
Mumps,Alpine,2018,0
Mumps,Amador,2010,0
Mumps,Amador,2011,0
Mumps,Amador,2012,0
Mumps,Amador,2013,0
Mumps,Amador,2014,0
Mumps,Amador,2015,0
Mumps,Amador,2016,0
Mumps,Amador,2017,0
Mumps,Amador,2018,0
Mumps,Butte,2010,0
Mumps,Butte,2011,0
Mumps,Butte,2012,1
Mumps,Butte,2013,0
Mumps,Butte,2014,1
Mumps,Butte,2015,0
Mumps,Butte,2016,0
Mumps,Butte,2017,0
Mumps,Butte,2018,0
Mumps,Calaveras,2010,0
Mumps,Calaveras,2011,0
Mumps,Calaveras,2012,0
Mumps,Calaveras,2013,1
Mumps,Calaveras,2014,0
Mumps,Calaveras,2015,0
Mumps,Calaveras,2016,0
Mumps,Calaveras,2017,0
Mumps,Calaveras,2018,0
Mumps,California,2010,29
Mumps,California,2011,43
Mumps,California,2012,33
Mumps,California,2013,30
Mumps,California,2014,39
Mumps,California,2015,32
Mumps,California,2016,93
Mumps,California,2017,190
Mumps,California,2018,140
Mumps,Colusa,2010,0
Mumps,Colusa,2011,0
Mumps,Colusa,2012,0
Mumps,Colusa,2013,0
Mumps,Colusa,2014,0
Mumps,Colusa,2015,0
Mumps,Colusa,2016,0
Mumps,Colusa,2017,0
Mumps,Colusa,2018,0
Mumps,Contra Costa,2010,0
Mumps,Contra Costa,2011,2
Mumps,Contra Costa,2012,0
Mumps,Contra Costa,2013,2
Mumps,Contra Costa,2014,1
Mumps,Contra Costa,2015,3
Mumps,Contra Costa,2016,3
Mumps,Contra Costa,2017,2
Mumps,Contra Costa,2018,2
Mumps,Del Norte,2010,0
Mumps,Del Norte,2011,0
Mumps,Del Norte,2012,0
Mumps,Del Norte,2013,0
Mumps,Del Norte,2014,0
Mumps,Del Norte,2015,0
Mumps,Del Norte,2016,0
Mumps,Del Norte,2017,0
Mumps,Del Norte,2018,0
Mumps,El Dorado,2010,0
Mumps,El Dorado,2011,0
Mumps,El Dorado,2012,0
Mumps,El Dorado,2013,0
Mumps,El Dorado,2014,0
Mumps,El Dorado,2015,0
Mumps,El Dorado,2016,3
Mumps,El Dorado,2017,0
Mumps,El Dorado,2018,1
Mumps,Fresno,2010,0
Mumps,Fresno,2011,0
Mumps,Fresno,2012,0
Mumps,Fresno,2013,1
Mumps,Fresno,2014,1
Mumps,Fresno,2015,0
Mumps,Fresno,2016,0
Mumps,Fresno,2017,0
Mumps,Fresno,2018,2
Mumps,Glenn,2010,0
Mumps,Glenn,2011,0
Mumps,Glenn,2012,0
Mumps,Glenn,2013,0
Mumps,Glenn,2014,0
Mumps,Glenn,2015,0
Mumps,Glenn,2016,0
Mumps,Glenn,2017,0
Mumps,Glenn,2018,0
Mumps,Humboldt,2010,0
Mumps,Humboldt,2011,0
Mumps,Humboldt,2012,0
Mumps,Humboldt,2013,0
Mumps,Humboldt,2014,0
Mumps,Humboldt,2015,0
Mumps,Humboldt,2016,1
Mumps,Humboldt,2017,0
Mumps,Humboldt,2018,0
Mumps,Imperial,2010,0
Mumps,Imperial,2011,0
Mumps,Imperial,2012,0
Mumps,Imperial,2013,0
Mumps,Imperial,2014,0
Mumps,Imperial,2015,0
Mumps,Imperial,2016,1
Mumps,Imperial,2017,1
Mumps,Imperial,2018,3
Mumps,Inyo,2010,0
Mumps,Inyo,2011,0
Mumps,Inyo,2012,0
Mumps,Inyo,2013,0
Mumps,Inyo,2014,0
Mumps,Inyo,2015,0
Mumps,Inyo,2016,0
Mumps,Inyo,2017,0
Mumps,Inyo,2018,0
Mumps,Kern,2010,1
Mumps,Kern,2011,0
Mumps,Kern,2012,0
Mumps,Kern,2013,0
Mumps,Kern,2014,0
Mumps,Kern,2015,0
Mumps,Kern,2016,0
Mumps,Kern,2017,0
Mumps,Kern,2018,0
Mumps,Kings,2010,0
Mumps,Kings,2011,0
Mumps,Kings,2012,0
Mumps,Kings,2013,0
Mumps,Kings,2014,0
Mumps,Kings,2015,0
Mumps,Kings,2016,0
Mumps,Kings,2017,0
Mumps,Kings,2018,0
Mumps,Lake,2010,0
Mumps,Lake,2011,0
Mumps,Lake,2012,0
Mumps,Lake,2013,0
Mumps,Lake,2014,0
Mumps,Lake,2015,0
Mumps,Lake,2016,0
Mumps,Lake,2017,0
Mumps,Lake,2018,0
Mumps,Lassen,2010,0
Mumps,Lassen,2011,0
Mumps,Lassen,2012,0
Mumps,Lassen,2013,0
Mumps,Lassen,2014,0
Mumps,Lassen,2015,0
Mumps,Lassen,2016,0
Mumps,Lassen,2017,0
Mumps,Lassen,2018,0
Mumps,Los Angeles,2010,20
Mumps,Los Angeles,2011,5
Mumps,Los Angeles,2012,14
Mumps,Los Angeles,2013,9
Mumps,Los Angeles,2014,11
Mumps,Los Angeles,2015,16
Mumps,Los Angeles,2016,18
Mumps,Los Angeles,2017,84
Mumps,Los Angeles,2018,56
Mumps,Madera,2010,0
Mumps,Madera,2011,0
Mumps,Madera,2012,0
Mumps,Madera,2013,0
Mumps,Madera,2014,0
Mumps,Madera,2015,0
Mumps,Madera,2016,0
Mumps,Madera,2017,1
Mumps,Madera,2018,0
Mumps,Marin,2010,0
Mumps,Marin,2011,0
Mumps,Marin,2012,1
Mumps,Marin,2013,0
Mumps,Marin,2014,0
Mumps,Marin,2015,0
Mumps,Marin,2016,0
Mumps,Marin,2017,3
Mumps,Marin,2018,0
Mumps,Mariposa,2010,0
Mumps,Mariposa,2011,0
Mumps,Mariposa,2012,0
Mumps,Mariposa,2013,0
Mumps,Mariposa,2014,0
Mumps,Mariposa,2015,0
Mumps,Mariposa,2016,0
Mumps,Mariposa,2017,0
Mumps,Mariposa,2018,0
Mumps,Mendocino,2010,0
Mumps,Mendocino,2011,0
Mumps,Mendocino,2012,0
Mumps,Mendocino,2013,0
Mumps,Mendocino,2014,0
Mumps,Mendocino,2015,0
Mumps,Mendocino,2016,0
Mumps,Mendocino,2017,0
Mumps,Mendocino,2018,0
Mumps,Merced,2010,0
Mumps,Merced,2011,0
Mumps,Merced,2012,0
Mumps,Merced,2013,0
Mumps,Merced,2014,0
Mumps,Merced,2015,1
Mumps,Merced,2016,0
Mumps,Merced,2017,0
Mumps,Merced,2018,0
Mumps,Modoc,2010,0
Mumps,Modoc,2011,0
Mumps,Modoc,2012,0
Mumps,Modoc,2013,0
Mumps,Modoc,2014,0
Mumps,Modoc,2015,0
Mumps,Modoc,2016,0
Mumps,Modoc,2017,0
Mumps,Modoc,2018,0
Mumps,Mono,2010,0
Mumps,Mono,2011,0
Mumps,Mono,2012,0
Mumps,Mono,2013,0
Mumps,Mono,2014,0
Mumps,Mono,2015,0
Mumps,Mono,2016,0
Mumps,Mono,2017,1
Mumps,Mono,2018,0
Mumps,Monterey,2010,0
Mumps,Monterey,2011,0
Mumps,Monterey,2012,1
Mumps,Monterey,2013,0
Mumps,Monterey,2014,0
Mumps,Monterey,2015,1
Mumps,Monterey,2016,1
Mumps,Monterey,2017,0
Mumps,Monterey,2018,0
Mumps,Napa,2010,0
Mumps,Napa,2011,0
Mumps,Napa,2012,0
Mumps,Napa,2013,0
Mumps,Napa,2014,0
Mumps,Napa,2015,0
Mumps,Napa,2016,0
Mumps,Napa,2017,1
Mumps,Napa,2018,1
Mumps,Nevada,2010,0
Mumps,Nevada,2011,0
Mumps,Nevada,2012,0
Mumps,Nevada,2013,0
Mumps,Nevada,2014,0
Mumps,Nevada,2015,0
Mumps,Nevada,2016,0
Mumps,Nevada,2017,2
Mumps,Nevada,2018,2
Mumps,Orange,2010,0
Mumps,Orange,2011,3
Mumps,Orange,2012,3
Mumps,Orange,2013,2
Mumps,Orange,2014,8
Mumps,Orange,2015,5
Mumps,Orange,2016,6
Mumps,Orange,2017,27
Mumps,Orange,2018,13
Mumps,Placer,2010,0
Mumps,Placer,2011,0
Mumps,Placer,2012,1
Mumps,Placer,2013,1
Mumps,Placer,2014,0
Mumps,Placer,2015,0
Mumps,Placer,2016,0
Mumps,Placer,2017,1
Mumps,Placer,2018,1
Mumps,Plumas,2010,0
Mumps,Plumas,2011,0
Mumps,Plumas,2012,0
Mumps,Plumas,2013,0
Mumps,Plumas,2014,0
Mumps,Plumas,2015,0
Mumps,Plumas,2016,0
Mumps,Plumas,2017,0
Mumps,Plumas,2018,0
Mumps,Riverside,2010,1
Mumps,Riverside,2011,0
Mumps,Riverside,2012,1
Mumps,Riverside,2013,2
Mumps,Riverside,2014,4
Mumps,Riverside,2015,0
Mumps,Riverside,2016,3
Mumps,Riverside,2017,2
Mumps,Riverside,2018,6
Mumps,Sacramento,2010,0
Mumps,Sacramento,2011,0
Mumps,Sacramento,2012,2
Mumps,Sacramento,2013,0
Mumps,Sacramento,2014,1
Mumps,Sacramento,2015,0
Mumps,Sacramento,2016,2
Mumps,Sacramento,2017,10
Mumps,Sacramento,2018,3
Mumps,San Benito,2010,0
Mumps,San Benito,2011,0
Mumps,San Benito,2012,0
Mumps,San Benito,2013,0
Mumps,San Benito,2014,0
Mumps,San Benito,2015,0
Mumps,San Benito,2016,0
Mumps,San Benito,2017,0
Mumps,San Benito,2018,0
Mumps,San Bernardino,2010,0
Mumps,San Bernardino,2011,0
Mumps,San Bernardino,2012,0
Mumps,San Bernardino,2013,1
Mumps,San Bernardino,2014,3
Mumps,San Bernardino,2015,4
Mumps,San Bernardino,2016,1
Mumps,San Bernardino,2017,2
Mumps,San Bernardino,2018,4
Mumps,San Diego,2010,0
Mumps,San Diego,2011,1
Mumps,San Diego,2012,1
Mumps,San Diego,2013,2
Mumps,San Diego,2014,2
Mumps,San Diego,2015,0
Mumps,San Diego,2016,23
Mumps,San Diego,2017,15
Mumps,San Diego,2018,9
Mumps,San Francisco,2010,0
Mumps,San Francisco,2011,3
Mumps,San Francisco,2012,0
Mumps,San Francisco,2013,2
Mumps,San Francisco,2014,0
Mumps,San Francisco,2015,2
Mumps,San Francisco,2016,9
Mumps,San Francisco,2017,11
Mumps,San Francisco,2018,15
Mumps,San Joaquin,2010,0
Mumps,San Joaquin,2011,1
Mumps,San Joaquin,2012,0
Mumps,San Joaquin,2013,1
Mumps,San Joaquin,2014,0
Mumps,San Joaquin,2015,0
Mumps,San Joaquin,2016,0
Mumps,San Joaquin,2017,4
